sn05iq    0.033 0.001 16.775 0.138  0.833 0.009 -0.051 0.008 36.166 0.165 
sn05ir    0.075 0.001 18.411 0.139  1.281 0.065  0.044 0.018 38.109 0.172 
sn05ki    0.021 0.001 15.566 0.138  0.794 0.004 -0.034 0.006 34.864 0.194 
sn05ls    0.021 0.001 16.213 0.138  1.076 0.009  0.357 0.005 34.846 0.195 
sn05lz    0.040 0.001 17.596 0.138  0.807 0.009  0.150 0.006 36.432 0.157 
sn05mc    0.026 0.001 17.184 0.138  0.622 0.006  0.256 0.005 35.518 0.176 
sn05ms    0.026 0.001 16.185 0.138  0.994 0.005  0.059 0.003 35.489 0.176 
sn05mz    0.017 0.001 16.368 0.138  0.574 0.002  0.262 0.005 34.628 0.215 
sn05na    0.027 0.001 16.059 0.138  0.920 0.001  0.003 0.005 35.417 0.174 
sn06ac    0.024 0.001 16.147 0.138  0.869 0.005  0.092 0.004 35.210 0.183 
sn06al    0.069 0.001 18.379 0.138  0.775 0.003 -0.049 0.012 37.691 0.148 
sn06an    0.065 0.001 18.115 0.141  0.970 0.021  0.055 0.011 37.400 0.152 
sn06ar    0.023 0.001 16.442 0.138  0.835 0.009  0.153 0.006 35.305 0.186 
sn06ax    0.018 0.001 15.054 0.138  0.969 0.003 -0.017 0.003 34.524 0.208 
sn06az    0.032 0.001 16.441 0.138  0.818 0.003 -0.049 0.003 35.806 0.165 
sn06bq    0.021 0.001 16.273 0.138  0.773 0.011  0.156 0.001 35.053 0.191 
sn06bt    0.033 0.001 16.915 0.138  0.990 0.007  0.149 0.004 35.981 0.164 
sn06bu    0.084 0.001 18.086 0.160  1.400 0.044 -0.037 0.031 38.143 0.190 
sn06bz    0.028 0.001 18.244 0.138  0.496 0.005  0.559 0.009 35.638 0.174 
sn06cc    0.033 0.001 17.766 0.138  0.946 0.005  0.369 0.004 36.209 0.163 
sn06cf    0.042 0.001 17.082 0.138  0.887 0.001 -0.011 0.007 36.436 0.155 
sn06cj    0.068 0.001 18.145 0.138  1.105 0.053 -0.017 0.010 37.784 0.161 
sn06cp    0.023 0.001 15.977 0.138  0.941 0.005  0.151 0.005 34.977 0.184 
sn06cq    0.049 0.001 17.541 0.138  0.990 0.043  0.033 0.009 36.907 0.161 
sn06ej    0.019 0.001 15.706 0.138  0.819 0.006 -0.006 0.007 34.962 0.202 
sn06en    0.031 0.001 16.791 0.138  0.911 0.013  0.074 0.000 35.953 0.167 
sn06et    0.021 0.001 15.937 0.139  1.106 0.014  0.156 0.010 35.128 0.193 
sn06gj    0.028 0.001 17.600 0.139  0.680 0.011  0.316 0.011 35.849 0.175 
sn06gr    0.034 0.001 16.933 0.138  0.991 0.005  0.140 0.004 36.023 0.162 
sn06kf    0.021 0.001 15.767 0.138  0.687 0.006 -0.061 0.007 35.001 0.194 
sn06le    0.017 0.001 14.757 0.138  1.021 0.003 -0.039 0.003 34.348 0.212 
sn06mo    0.036 0.001 17.357 0.138  0.696 0.000  0.053 0.008 36.306 0.160 
sn06nz    0.037 0.001 18.032 0.139  0.596 0.001  0.281 0.013 36.267 0.162 
sn06oa    0.059 0.001 17.819 0.138  0.924 0.013  0.064 0.007 37.025 0.148 
sn06ob    0.058 0.001 18.185 0.138  0.699 0.011  0.050 0.007 37.146 0.149 
sn06on    0.069 0.001 18.398 0.141  1.056 0.014  0.132 0.027 37.591 0.163 
sn06os    0.032 0.001 17.636 0.139  0.892 0.018  0.433 0.013 35.844 0.169 
sn06qo    0.030 0.001 16.790 0.138  0.984 0.005  0.188 0.006 35.746 0.168 
sn06S     0.033 0.001 16.831 0.138  1.035 0.020  0.117 0.001 36.036 0.165 
sn06sr    0.023 0.001 16.118 0.138  0.835 0.009  0.041 0.006 35.272 0.185 
sn06td    0.015 0.001 15.718 0.138  0.776 0.006  0.142 0.005 34.535 0.231 
sn06te    0.032 0.001 16.502 0.138  0.916 0.004 -0.052 0.009 35.996 0.166 
sn07ae    0.064 0.001 17.657 0.147  1.105 0.023  0.007 0.018 37.233 0.162 
sn07ai    0.032 0.001 16.856 0.139  1.099 0.001  0.168 0.011 36.008 0.167 
sn07au    0.020 0.001 16.474 0.138  0.630 0.003  0.217 0.005 34.916 0.197 
sn07bc    0.022 0.001 15.870 0.138  0.814 0.007  0.039 0.008 35.003 0.190 
sn07bd    0.032 0.001 16.520 0.138  0.791 0.003 -0.004 0.004 35.736 0.164 
sn07ca    0.015 0.001 15.907 0.138  0.986 0.005  0.258 0.005 34.687 0.229 
sn07ci    0.019 0.001 15.886 0.138  0.693 0.003  0.121 0.005 34.656 0.202 
sn07co    0.027 0.001 16.521 0.138  0.920 0.003  0.182 0.003 35.415 0.174 
sn07cq    0.025 0.001 15.786 0.138  0.883 0.009  0.006 0.005 35.090 0.180 
sn07F     0.024 0.001 15.864 0.138  1.014 0.003 -0.009 0.004 35.370 0.181 
sn07O     0.036 0.001 16.676 0.138  0.914 0.001 -0.052 0.008 36.170 0.162 
sn07qe    0.023 0.001 16.026 0.138  1.002 0.003  0.084 0.003 35.275 0.180 
sn07R     0.031 0.001 16.559 0.141  0.820 0.009 -0.111 0.015 36.087 0.175 
sn08L     0.019 0.001 15.071 0.138  0.775 0.009 -0.077 0.004 34.457 0.204 
