#Title: Improved Dark Energy Constraints from ~100 New CfA Supernova Type Ia 2009
#       Light Curves 
#Authors: Hicken M., Wood-Vasey W.M., Blondin S., Challis P., Jha S., 
#         Kelly P.L., Rest A., Kirshner R.P. 
#Table: SALT Light Curve Fit Parameters and Distances.  Constitution Set
#================================================================================
#Byte-by-byte Description of file: apj309429t1_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#   1-  9 A9     ---     ID     SN Ia identification
#  11- 15 F5.3   ---     zCMB   Redshift in the CMB frame
#  17- 21 F5.3   ---   e_zCMB   Uncertainty in zCMB
#  23- 28 F6.3   mag     Bmag   Apparent B band magnitude
#  30- 34 F5.3   mag   e_Bmag   Uncertainty in Bmag (1)
#  36- 41 F6.3   ---     s      Light curve stretch parameter
#  43- 47 F5.3   ---   e_s      Uncertainty in s 
#  49- 54 F6.3   ---     c      Color parameter
#  56- 60 F5.3   ---   e_c      Uncertainty in c 
#  62- 67 F6.3   mag     mu     Distance modulus (2) 
#  69- 73 F5.3   mag   e_mu     Uncertainty in mu
#--------------------------------------------------------------------------------
#Note (1): The uncertainty is a modified value for the Union set SN Ia, 
#          calculated by subtracting the color and stretch uncertainties from 
#          {sigma}_{mu} of K08 so as to include the sample-dependent systematic 
#          uncertainty of K08.  For the CfA3 sample, 0.138 mag is added in 
#          quadrature to the actual uncertainty of Bmag. 
#Note (2): Calculated with H_o_ = 65 km/s/Mpc, Bmag = -19.46, 
#          {alpha} = 1.34^+0.08^_-0.08_ and {beta} = 2.59^+0.12^_-0.08_.  
#          Uncertainty includes uncertainties of Bmag, s, c, 
#          {sigma}_v-pec_(400 km/s), and {sigma}_z.
#--------------------------------------------------------------------------------
1996c     0.028 0.001 16.650 0.147  1.010 0.020  0.120 0.020 35.816 0.188 
1996ab    0.124 0.001 19.530 0.131  0.960 0.030 -0.080 0.020 39.152 0.148 
1996bl    0.036 0.001 16.620 0.143  0.990 0.020  0.030 0.010 35.995 0.167 
1996bv    0.017 0.001 15.350 0.183  1.010 0.040  0.220 0.010 34.257 0.254 
1996bo    0.016 0.001 15.820 0.189  0.870 0.020  0.370 0.010 34.165 0.257 
2000fa    0.022 0.001 15.840 0.258  0.960 0.030  0.080 0.020 35.048 0.296 
2000dk    0.016 0.001 15.330 0.276  0.730 0.010  0.050 0.010 34.330 0.325 
2000cn    0.023 0.001 16.530 0.265  0.730 0.010  0.170 0.010 35.219 0.293 
2000cf    0.036 0.001 17.090 0.254  0.880 0.020  0.050 0.010 36.276 0.268 
1999gd    0.019 0.001 16.940 0.274  0.920 0.030  0.430 0.010 35.192 0.313 
1999ek    0.018 0.001 15.590 0.297  0.910 0.010  0.170 0.010 34.503 0.338 
1999cc    0.032 0.001 16.780 0.254  0.820 0.020  0.060 0.010 35.866 0.272 
1998eg    0.024 0.001 16.100 0.263  0.930 0.030  0.050 0.010 35.348 0.292 
1998ef    0.017 0.001 14.810 0.275  0.850 0.020  0.020 0.010 34.037 0.324 
1998dx    0.054 0.001 17.640 0.237  0.750 0.040  0.080 0.030 36.587 0.260 
1998co    0.017 0.001 15.700 0.274  0.610 0.030  0.110 0.010 34.396 0.322 
1998ab    0.028 0.001 16.050 0.249  0.930 0.020  0.100 0.020 35.169 0.275 
1998v     0.017 0.001 15.100 0.274  0.930 0.030  0.050 0.010 34.348 0.321 
1997dg    0.030 0.001 16.830 0.245  0.920 0.040  0.030 0.020 36.118 0.272 
1997y     0.017 0.001 15.310 0.275  0.880 0.020  0.040 0.010 34.522 0.324 
1999aa    0.015 0.001 14.690 0.121  1.050 0.010 -0.020 0.010 34.268 0.223 
1999ao    0.054 0.001 17.890 0.001  0.960 0.040  0.070 0.030 37.124 0.106 
1999ar    0.156 0.005 19.970 0.001  0.990 0.040 -0.010 0.020 39.448 0.074 
1999aw    0.039 0.001 16.780 0.001  1.200 0.030  0.010 0.020 36.467 0.097 
1999bi    0.124 0.001 19.760 0.001  1.180 0.050  0.210 0.020 38.904 0.084 
1999bm    0.144 0.001 20.430 0.001  0.680 0.030  0.120 0.020 39.187 0.067 
1999bn    0.130 0.001 19.600 0.001  1.090 0.040  0.010 0.020 39.150 0.075 
1999bp    0.078 0.001 18.390 0.001  1.090 0.030  0.000 0.020 37.966 0.074 
1996h     0.620 0.005 23.500 0.136  1.100 0.170 -0.120 0.090 43.399 0.342 
1996i     0.570 0.005 23.400 0.264  0.820 0.050 -0.060 0.060 42.797 0.313 
1996j     0.300 0.005 22.030 0.163  0.790 0.060  0.070 0.090 41.053 0.294 
1996k     0.380 0.005 22.640 0.240  0.850 0.010 -0.100 0.050 42.178 0.273 
1996u     0.430 0.005 22.610 0.211  0.920 0.070 -0.210 0.090 42.519 0.326 
1995ao    0.240 0.005 21.600 0.183  1.350 0.390  0.180 0.090 41.032 0.567 
1995ap    0.300 0.005 21.530 0.001  0.540 0.200  0.050 0.320 40.295 0.865 
1996t     0.240 0.005 20.990 0.263  1.300 0.030 -0.100 0.010 41.086 0.267 
1997ce    0.440 0.005 22.800 0.251  0.860 0.030 -0.040 0.040 42.195 0.275 
1997cj    0.500 0.005 23.140 0.271  0.910 0.020 -0.040 0.020 42.597 0.277 
1997ck    0.970 0.010 24.720 0.001  1.030 0.120  0.420 0.280 43.134 0.740 
1995k     0.479 0.005 22.720 0.259  0.980 0.040 -0.120 0.050 42.471 0.294 
1997ap    0.830 0.010 24.340 0.342  1.000 0.020  0.060 0.040 43.649 0.358 
1997am    0.416 0.005 22.460 0.176  1.080 0.050 -0.080 0.140 42.231 0.408 
1997aj    0.581 0.005 23.160 0.293  1.010 0.060  0.220 0.100 42.067 0.398 
1997ai    0.450 0.005 22.920 0.320  0.740 0.070  0.050 0.050 41.933 0.356 
1997af    0.579 0.005 23.570 0.281  0.900 0.050 -0.160 0.170 43.325 0.526 
1997ac    0.320 0.005 21.890 0.318  1.050 0.020  0.030 0.030 41.339 0.328 
1997r     0.657 0.005 23.920 0.278  0.980 0.110  0.050 0.160 43.230 0.517 
1997p     0.472 0.005 23.130 0.244  0.940 0.040  0.110 0.140 42.235 0.440 
1997o     0.374 0.005 23.320 0.001  1.060 0.060 -0.180 0.330 43.325 0.858 
1997h     0.526 0.005 23.180 0.300  0.930 0.020  0.170 0.090 42.117 0.380 
1997g     0.763 0.010 24.370 0.562  0.900 0.120 -0.360 0.240 44.643 0.851 
1997f     0.580 0.005 23.410 0.315  1.110 0.050 -0.040 0.080 43.115 0.382 
1996cn    0.430 0.005 23.220 0.272  0.950 0.070  0.250 0.090 41.975 0.369 
1996cm    0.450 0.005 23.250 0.271  0.980 0.040  0.110 0.110 42.405 0.396 
1996cl    0.828 0.010 24.550 0.001  1.380 0.560  0.050 0.170 44.356 0.822 
1996ck    0.656 0.005 23.770 0.330  0.850 0.090 -0.130 0.140 43.385 0.503 
1996ci    0.495 0.005 22.820 0.300  0.920 0.090 -0.040 0.080 42.289 0.381 
1996cg    0.490 0.005 23.070 0.319  0.980 0.030  0.230 0.050 41.914 0.346 
1996cf    0.570 0.005 23.310 0.313  1.080 0.100 -0.010 0.070 42.900 0.383 
1995ba    0.388 0.005 22.550 0.279  0.950 0.040 -0.140 0.080 42.315 0.351 
1995az    0.450 0.005 22.610 0.292  0.950 0.040 -0.160 0.080 42.427 0.361 
1995ay    0.480 0.005 23.060 0.267  0.840 0.050  0.010 0.100 42.300 0.377 
1995ax    0.615 0.005 23.220 0.215  1.120 0.160  0.020 0.150 42.782 0.486 
1995aw    0.400 0.005 22.180 0.266  1.200 0.050 -0.170 0.090 42.333 0.359 
1995at    0.655 0.005 23.220 0.348  1.150 0.130  0.160 0.110 42.456 0.478 
1995as    0.498 0.005 23.660 0.236  1.040 0.130 -0.010 0.120 43.200 0.422 
1995ar    0.465 0.005 23.370 0.001  0.930 0.140  0.330 0.240 41.893 0.645 
1995aq    0.453 0.005 23.200 0.280  0.930 0.050 -0.120 0.090 42.889 0.369 
1994g     0.425 0.005 22.340 0.140  0.900 0.100  0.090 0.110 41.447 0.341 
1999fw    0.278 0.005 21.720 0.001  0.890 0.100  0.090 0.060 40.815 0.199 
1999fn    0.477 0.005 22.720 0.001  1.030 0.050  0.020 0.060 42.170 0.167 
1999fm    0.950 0.010 24.300 0.001  1.160 0.030  0.040 0.100 43.859 0.262 
1999fk    1.057 0.010 24.770 0.001  0.950 0.130 -0.030 0.070 44.250 0.243 
1999fj    0.816 0.010 24.220 0.001  1.020 0.050 -0.110 0.180 43.994 0.470 
1999ff    0.455 0.005 23.210 0.001  0.860 0.080  0.000 0.090 42.501 0.253 
2002ad    0.514 0.005 23.060 0.001  0.890 0.050 -0.090 0.250 42.621 0.650 
2002ab    0.423 0.005 22.600 0.188  0.960 0.070  0.100 0.030 41.756 0.221 
2002aa    0.946 0.010 24.600 0.001  0.960 0.150  0.300 0.330 43.238 0.875 
2002x     0.859 0.010 24.730 0.151  0.820 0.080 -0.100 0.080 44.230 0.275 
2002w     1.031 0.010 24.470 0.001  0.950 0.120  0.670 0.510 42.137 1.329 
2001kd    0.936 0.010 24.960 0.001  0.640 0.170 -0.150 0.170 44.367 0.488 
2001jp    0.528 0.005 22.890 0.188  0.940 0.040 -0.100 0.040 42.539 0.221 
2001jn    0.645 0.005 24.550 0.283  1.330 0.480  0.100 0.240 44.165 0.906 
2001jm    0.978 0.010 24.500 0.154  0.850 0.040 -0.010 0.090 43.804 0.284 
2001jh    0.885 0.010 24.310 0.001  0.940 0.070 -0.280 0.180 44.425 0.474 
2001jf    0.815 0.010 25.190 0.001  0.570 0.100 -0.070 0.420 44.303 1.095 
2001iy    0.568 0.005 23.070 0.182  0.920 0.060 -0.130 0.070 42.772 0.268 
2001ix    0.711 0.010 23.800 0.204  0.960 0.030 -0.090 0.040 43.448 0.232 
2001iw    0.340 0.005 22.100 0.092  0.890 0.040  0.070 0.080 41.247 0.232 
2001iv    0.397 0.005 22.470 0.192  0.980 0.030  0.150 0.040 41.521 0.221 
2001hy    0.812 0.010 24.950 0.198  0.710 0.050  0.030 0.060 43.977 0.260 
2001hx    0.799 0.010 24.780 0.131  0.960 0.080  0.380 0.070 43.211 0.245 
2001hu    0.882 0.010 24.910 0.001  1.130 0.180  0.630 0.160 42.904 0.471 
2001hs    0.833 0.010 24.260 0.133  1.090 0.050  0.120 0.110 43.525 0.321 
2001fs    0.874 0.010 25.120 0.001  0.840 0.100  0.370 0.170 43.428 0.457 
2001fo    0.772 0.010 23.750 0.216  0.960 0.030 -0.190 0.040 43.657 0.243 
2000fr    0.543 0.005 23.030 0.070  1.030 0.020 -0.010 0.030 42.558 0.108 
1998bi    0.750 0.010 23.910 0.094  0.950 0.020 -0.010 0.020 43.339 0.110 
1998be    0.640 0.005 23.800 0.073  0.730 0.040  0.020 0.070 42.878 0.202 
1998ba    0.430 0.005 22.870 0.001  0.960 0.040 -0.030 0.040 42.363 0.115 
1998ay    0.640 0.005 23.720 0.075  1.020 0.050 -0.060 0.050 43.365 0.162 
1998ax    0.497 0.005 23.150 0.069  1.100 0.030  0.070 0.040 42.557 0.130 
1998aw    0.440 0.005 23.200 0.048  1.010 0.020  0.230 0.030 42.081 0.095 
1998as    0.355 0.005 22.670 0.001  0.880 0.020  0.130 0.040 41.649 0.107 
1997ez    0.780 0.010 24.260 0.076  1.090 0.040  0.080 0.030 43.629 0.120 
1997eq    0.540 0.005 23.160 0.060  0.950 0.020 -0.020 0.020 42.614 0.083 
1997ek    0.860 0.010 24.480 0.101  1.000 0.030  0.020 0.030 43.893 0.132 
04Eag     1.020 0.010 24.970 0.097  0.990 0.050  0.030 0.060 44.344 0.193 
04Gre     1.140 0.010 24.730 0.001  1.140 0.140 -0.030 0.080 44.446 0.270 
04Man     0.854 0.010 24.530 0.087  0.940 0.060 -0.070 0.060 44.102 0.193 
04Mcg     1.370 0.010 25.730 0.001  0.910 0.190  0.060 0.100 44.928 0.350 
04Omb     0.975 0.010 24.880 0.141  1.220 0.060  0.100 0.030 44.358 0.178 
04Pat     0.970 0.010 25.020 0.095  0.990 0.090 -0.120 0.060 44.783 0.214 
04Rak     0.740 0.010 23.840 0.105  1.020 0.040 -0.110 0.050 43.614 0.174 
04Sas     1.390 0.010 25.820 0.001  1.390 0.640  0.340 0.170 44.888 0.908 
04Yow     0.460 0.005 23.590 0.001  0.860 0.070  0.240 0.060 42.259 0.178 
05Fer     1.020 0.010 24.830 0.001  1.080 0.100  0.110 0.070 44.109 0.220 
05Gab     1.120 0.010 25.070 0.092  0.960 0.050  0.030 0.070 44.407 0.213 
05Lan     1.230 0.010 26.020 0.077  0.880 0.100  0.140 0.060 44.973 0.213 
05Red     1.190 0.010 25.760 0.139  0.700 0.100  0.250 0.050 44.205 0.227 
05Spo     0.839 0.010 24.200 0.001  1.000 0.050 -0.040 0.070 43.768 0.192 
05Str     1.010 0.010 25.030 0.165  1.080 0.040 -0.010 0.020 44.620 0.180 
05Zwi     0.521 0.005 23.070 0.001  1.210 0.060  0.090 0.060 42.562 0.172 
2002dc    0.475 0.005 23.090 0.001  0.830 0.050  0.000 0.130 42.344 0.342 
2002dd    0.950 0.010 24.660 0.083  1.090 0.080  0.130 0.050 43.900 0.183 
2002fw    1.300 0.010 25.650 0.091  1.020 0.090  0.010 0.110 45.114 0.319 
2002hp    1.305 0.010 25.410 0.158  0.860 0.040  0.050 0.080 44.572 0.265 
2002hr    0.526 0.005 24.040 0.114  1.030 0.090  0.160 0.050 43.127 0.205 
2002kd    0.735 0.010 24.020 0.113  0.920 0.010  0.040 0.040 43.282 0.154 
2002ki    1.140 0.010 25.350 0.240  1.000 0.360  0.270 0.200 44.115 0.725 
2003ak    1.551 0.010 26.640 0.001  1.040 0.460  0.290 0.080 45.403 0.607 
2003az    1.265 0.010 25.680 0.135  0.990 0.070  0.150 0.050 44.744 0.206 
2003dy    1.340 0.010 25.770 0.001  1.230 0.150  0.180 0.070 45.054 0.260 
2003eq    0.840 0.010 24.350 0.148  0.970 0.050  0.020 0.030 43.726 0.178 
03D4au    0.468 0.005 23.860 0.069  1.000 0.030  0.290 0.040 42.574 0.130 
04D4bk    0.840 0.010 24.310 0.001  1.050 0.060  0.140 0.120 43.474 0.320 
04D3nr    0.960 0.010 24.540 0.143  0.920 0.060  0.070 0.140 43.724 0.397 
04D3lu    0.822 0.010 24.340 0.052  0.950 0.030  0.020 0.120 43.691 0.317 
04D3ki    0.930 0.010 24.870 0.237  0.900 0.050 -0.260 0.230 44.884 0.644 
04D3gt    0.451 0.005 23.230 0.097  0.950 0.010  0.280 0.020 41.907 0.111 
04D3do    0.610 0.005 23.570 0.089  0.860 0.020 -0.080 0.030 43.068 0.121 
04D3cp    0.830 0.010 24.240 0.001  1.110 0.030 -0.450 0.170 45.007 0.442 
04D2gp    0.707 0.010 24.150 0.043  0.800 0.050 -0.050 0.080 43.496 0.220 
04D2fp    0.415 0.005 22.530 0.081  0.960 0.010  0.010 0.020 41.919 0.098 
04D1ag    0.557 0.005 23.000 0.084  0.940 0.030 -0.180 0.030 42.856 0.120 
03D4fd    0.791 0.010 24.210 0.001  0.940 0.050  0.040 0.060 43.497 0.167 
03D4cz    0.695 0.005 24.030 0.068  0.750 0.030 -0.060 0.050 43.340 0.151 
03D4at    0.633 0.005 23.740 0.001  0.980 0.060 -0.080 0.060 43.387 0.172 
03D3bh    0.249 0.005 21.130 0.001  0.990 0.030 -0.090 0.060 40.815 0.160 
03D3af    0.532 0.005 23.490 0.105  0.940 0.040  0.030 0.050 42.803 0.174 
03D1fc    0.331 0.005 21.800 0.080  0.940 0.010  0.040 0.010 41.087 0.086 
03D1bp    0.346 0.005 22.450 0.053  0.840 0.010  0.120 0.030 41.405 0.095 
04D4dw    0.961 0.010 24.570 0.001  0.960 0.080 -0.120 0.190 44.296 0.502 
04D4an    0.613 0.005 24.020 0.108  0.820 0.020  0.060 0.020 43.106 0.123 
04D3nh    0.340 0.005 22.140 0.080  1.010 0.010  0.080 0.010 41.410 0.086 
04D3lp    0.983 0.010 24.930 0.371  0.830 0.060  0.020 0.280 44.132 0.818 
04D3is    0.710 0.010 24.260 0.084  0.980 0.040  0.220 0.050 43.130 0.162 
04D3fq    0.730 0.010 24.130 0.090  0.920 0.030  0.010 0.040 43.469 0.142 
04D3df    0.470 0.005 23.470 0.089  0.730 0.020  0.060 0.030 42.444 0.121 
04D3co    0.620 0.005 23.780 0.089  0.890 0.020 -0.060 0.030 43.264 0.121 
04D2gc    0.521 0.005 23.320 0.073  1.070 0.050  0.180 0.040 42.405 0.141 
04D2cf    0.369 0.005 22.340 0.092  0.890 0.020  0.000 0.010 41.668 0.099 
03D4gl    0.571 0.005 23.260 0.001  0.980 0.060  0.030 0.050 42.622 0.149 
03D4dy    0.604 0.005 23.320 0.094  1.060 0.020  0.110 0.020 42.574 0.110 
03D4cy    0.927 0.010 24.720 0.175  1.050 0.060 -0.290 0.210 44.998 0.576 
03D4ag    0.285 0.005 21.210 0.092  1.020 0.020 -0.080 0.010 40.907 0.099 
03D3ba    0.291 0.005 22.050 0.073  1.040 0.030  0.260 0.020 40.891 0.097 
03D1gt    0.548 0.005 24.120 0.001  0.860 0.050  0.240 0.060 42.789 0.167 
03D1ew    0.868 0.010 24.370 0.001  1.020 0.060 -0.110 0.250 44.144 0.652 
03D1ax    0.496 0.005 22.960 0.075  0.880 0.020 -0.050 0.040 42.405 0.130 
04D4dm    0.811 0.010 24.390 0.001  1.000 0.050 -0.160 0.140 44.269 0.368 
04D3oe    0.756 0.010 24.080 0.060  0.810 0.030 -0.230 0.060 43.905 0.171 
04D3nc    0.817 0.010 24.270 0.001  1.110 0.050  0.060 0.110 43.716 0.292 
04D3ks    0.752 0.010 23.880 0.058  1.010 0.040  0.020 0.050 43.305 0.150 
04D3hn    0.552 0.005 23.470 0.089  0.900 0.020  0.110 0.030 42.526 0.121 
04D3fk    0.358 0.005 22.530 0.096  0.920 0.000  0.150 0.010 41.507 0.099 
04D3dd    1.010 0.010 25.120 0.445  1.090 0.100 -0.070 0.280 44.877 0.860 
04D2ja    0.741 0.010 24.100 0.105  0.950 0.020 -0.070 0.030 43.684 0.133 
04D2gb    0.430 0.005 22.800 0.070  0.780 0.020 -0.010 0.030 42.018 0.108 
04D1ak    0.526 0.005 23.630 0.040  0.820 0.030  0.020 0.040 42.820 0.117 
03D4gg    0.592 0.005 23.400 0.054  1.000 0.080  0.080 0.050 42.657 0.172 
03D4di    0.905 0.010 24.290 0.117  1.100 0.050  0.020 0.140 43.827 0.386 
03D4cx    0.949 0.010 24.500 0.184  0.900 0.060  0.090 0.150 43.608 0.436 
03D3cd    0.461 0.005 22.560 0.001  1.130 0.180  0.020 0.060 42.134 0.272 
03D3ay    0.371 0.005 22.200 0.078  0.970 0.020 -0.020 0.020 41.679 0.097 
03D1fq    0.800 0.010 24.520 0.001  0.770 0.060 -0.390 0.210 44.709 0.549 
03D1co    0.679 0.005 24.100 0.068  1.010 0.030  0.000 0.050 43.577 0.151 
03D1aw    0.582 0.005 23.590 0.001  0.980 0.040  0.010 0.060 43.004 0.163 
04D4bq    0.550 0.005 23.360 0.059  1.000 0.040  0.110 0.040 42.540 0.129 
04D3ny    0.810 0.010 24.270 0.001  1.010 0.100 -0.070 0.180 43.928 0.482 
04D3ml    0.950 0.010 24.550 0.001  1.190 0.150  0.130 0.160 43.913 0.454 
04D3kr    0.337 0.005 21.970 0.080  1.060 0.010  0.070 0.010 41.328 0.086 
04D3gx    0.910 0.010 24.710 0.109  0.950 0.040 -0.200 0.130 44.631 0.357 
04D3ez    0.263 0.005 21.680 0.077  0.890 0.020  0.090 0.010 40.775 0.086 
04D3cy    0.643 0.005 23.800 0.075  0.960 0.020  0.020 0.040 43.163 0.130 
04D2iu    0.691 0.005 24.260 0.094  0.800 0.020  0.070 0.040 43.295 0.142 
04D2fs    0.357 0.005 22.420 0.078  0.940 0.020  0.130 0.020 41.474 0.097 
04D1aj    0.721 0.010 23.900 0.001  1.070 0.090  0.070 0.050 43.270 0.171 
03D4gf    0.581 0.005 23.350 0.084  1.020 0.030 -0.050 0.030 42.969 0.120 
03D4dh    0.627 0.005 23.390 0.108  1.040 0.020  0.010 0.020 42.878 0.123 
03D4cn    0.818 0.010 24.650 0.001  0.750 0.080  0.030 0.210 43.727 0.553 
03D3aw    0.449 0.005 22.550 0.089  0.950 0.020 -0.050 0.030 42.082 0.121 
03D1fl    0.688 0.005 23.630 0.094  0.960 0.050 -0.070 0.040 43.226 0.153 
03D1cm    0.870 0.010 24.460 0.116  1.190 0.060 -0.040 0.170 44.264 0.461 
03D1au    0.504 0.005 22.980 0.070  1.080 0.020  0.030 0.030 42.466 0.108 
0b010      0.591 0.005 23.400 0.052  1.240 0.090 -0.140 0.080 43.525 0.241 
0b0013      0.426 0.005 22.680 0.153  1.010 0.040  0.080 0.030 41.950 0.179 
0b016      0.329 0.005 22.500 0.001  1.140 0.110  0.260 0.090 41.465 0.270 
0d033      0.531 0.005 23.230 0.096  1.150 0.120 -0.150 0.080 43.269 0.273 
0d058      0.583 0.005 23.590 0.001  1.090 0.210  0.180 0.150 42.700 0.468 
0d084      0.519 0.005 23.640 0.001  1.090 0.170 -0.010 0.140 43.242 0.419 
0d085      0.401 0.005 22.480 0.071  1.020 0.060  0.080 0.080 41.762 0.231 
0d087      0.340 0.005 21.910 0.001  0.990 0.070  0.040 0.080 41.259 0.225 
0d089      0.436 0.005 22.500 0.139  1.040 0.040  0.000 0.050 42.014 0.197 
0d093      0.363 0.005 21.890 0.088  1.040 0.030 -0.070 0.060 41.586 0.183 
0d097      0.436 0.005 22.500 0.108  1.260 0.060  0.090 0.050 42.054 0.185 
0d117      0.309 0.005 22.360 0.093  0.830 0.020  0.070 0.060 41.432 0.183 
0d149      0.342 0.005 22.190 0.138  1.010 0.030  0.070 0.040 41.486 0.177 
0e029      0.332 0.005 22.520 0.087  0.840 0.060  0.170 0.060 41.346 0.193 
0e108      0.469 0.005 22.550 0.134  1.100 0.050 -0.050 0.050 42.268 0.196 
0e132      0.239 0.005 21.700 0.127  0.920 0.020  0.190 0.040 40.573 0.166 
0e136      0.352 0.005 22.800 0.097  0.820 0.050  0.190 0.060 41.549 0.193 
0e138      0.612 0.005 24.050 0.001  1.370 0.190  0.680 0.310 42.212 0.837 
0e140      0.631 0.005 23.390 0.106  0.990 0.100  0.050 0.070 42.713 0.244 
0e147      0.645 0.005 23.380 0.124  0.960 0.040 -0.090 0.060 43.028 0.205 
0e148      0.429 0.005 22.650 0.143  0.870 0.030 -0.020 0.050 42.005 0.197 
0e149      0.497 0.005 22.900 0.081  0.920 0.030  0.010 0.070 42.239 0.202 
0f011      0.539 0.005 23.290 0.092  0.880 0.050  0.030 0.070 42.528 0.213 
0f041      0.561 0.005 23.090 0.097  1.070 0.070 -0.050 0.070 42.771 0.223 
0f076      0.410 0.005 22.370 0.110  0.900 0.030  0.090 0.060 41.477 0.194 
0f096      0.412 0.005 23.060 0.001  1.210 0.100  0.370 0.120 41.827 0.335 
0f216      0.599 0.005 23.750 0.092  0.710 0.060 -0.070 0.090 43.036 0.261 
0f231      0.619 0.005 23.450 0.097  1.010 0.070 -0.070 0.070 43.108 0.223 
0f235      0.422 0.005 22.450 0.001  0.880 0.050 -0.030 0.080 41.843 0.216 
0f244      0.540 0.005 23.300 0.085  0.940 0.110 -0.020 0.060 42.742 0.224 
